GROUP_AC7	GROUP_AC8	GROUP_AC9	GROUP-BN1	GROUP-BN2	GROUP-BN3
ENSG00000215908.10	644	746	847	765	873	818
ENSG00000283773.1	0	0	0	0	0	0
ENSG00000186301.8	57	107	74	30	50	34
ENSG00000282143.1	0	1	2	1	0	0
ENSG00000207513.1	363	660	192	386	465	406
ENSG00000280114.1	0	5	0	1	8	0
ENSG00000236698.1	48	62	80	161	115	122
ENSG00000268869.6	0	0	0	0	0	0
ENSG00000279151.1	0	0	0	0	0	0
ENSG00000282740.1	0	1	2	1	0	0
ENSG00000058453.17	515	603	754	564	775	492
ENSG00000227684.2	4	1	0	2	2	3
ENSG00000207389.1	363	655	187	383	456	392
ENSG00000186715.11	16	24	47	18	45	11
ENSG00000223643.6	0	0	0	0	0	0
ENSG00000230239.1	0	0	0	0	0	0
ENSG00000263811.1	0	0	0	0	0	0
ENSG00000228549.5	0	4	12	121	17	69
ENSG00000277234.1	0	0	0	0	0	0
ENSG00000238142.2	41	88	55	29	109	24
ENSG00000235241.1	0	0	0	0	2	0
ENSG00000207005.1	297	656	201	321	373	337
ENSG00000272426.1	0	4	13	0	10	4
ENSG00000117122.14	2657	1183	1252	101	563	267
ENSG00000286898.1	0	5	1	0	3	2
ENSG00000226526.1	37	53	1	8	3	0
ENSG00000159363.19	971	956	1292	1290	969	1312
ENSG00000288636.1	0	0	0	0	0	0
ENSG00000117118.10	1975	1597	1460	2159	2102	1899
ENSG00000117115.13	15	36	8	0	4	0
ENSG00000204362.6	0	1	26	1	1	3
ENSG00000282843.1	0	0	0	0	0	0
ENSG00000142623.11	0	2	7	6	2	0
ENSG00000142619.4	0	0	0	0	0	0
ENSG00000266634.1	0	0	0	0	0	0
ENSG00000159339.13	0	0	0	0	0	0
ENSG00000276747.1	0	0	0	0	0	0
ENSG00000227751.1	9	0	1	1	4	2
ENSG00000179051.14	4550	3825	4725	4432	5261	4790
ENSG00000074964.17	1476	2435	1262	1206	1735	1999
ENSG00000236648.2	0	0	0	0	0	0
ENSG00000117148.8	9	0	0	0	0	0
ENSG00000284653.1	0	0	0	0	0	0
ENSG00000261781.1	0	0	0	0	0	0
ENSG00000117154.12	0	0	0	0	0	0
ENSG00000280222.1	0	0	0	0	0	0
ENSG00000230035.2	0	0	0	0	0	0
ENSG00000225387.1	0	0	0	0	0	0
ENSG00000179023.9	0	0	0	0	0	0
ENSG00000235282.3	0	0	0	1	0	0
ENSG00000225478.2	0	0	0	0	0	0
ENSG00000009709.12	0	0	2	0	0	0
ENSG00000179002.5	0	0	0	0	1	0
ENSG00000159423.17	1080	792	551	531	673	668
ENSG00000265606.1	0	0	0	0	0	0
ENSG00000221662.1	0	0	0	0	0	8
ENSG00000169991.11	992	2023	1116	633	1018	1062
ENSG00000272084.1	39	59	75	116	153	111
ENSG00000127481.15	21769	35922	41179	47693	44566	40762
ENSG00000230424.1	62	62	43	24	30	32
ENSG00000127463.15	6431	5247	5265	7731	7055	8537
ENSG00000053372.5	1167	939	980	2296	1394	2203
ENSG00000286064.1	0	1	0	0	4	1
ENSG00000211454.15	13	19	17	15	29	18
ENSG00000162482.5	26	15	38	18	24	22
ENSG00000270728.1	0	0	0	0	2	0
ENSG00000053371.13	1606	1693	1384	974	1686	1607
ENSG00000200403.1	1	4	14	4	1	6
ENSG00000040487.13	483	778	612	798	866	663
ENSG00000077549.19	15510	12022	11161	13778	24426	19001
ENSG00000240490.3	3	5	15	8	10	5
ENSG00000173436.15	318	297	329	527	693	391
ENSG00000201609.1	0	0	0	0	0	0
ENSG00000235185.1	0	0	0	1	0	0
ENSG00000158747.15	9415	8239	10996	5973	16146	7232
ENSG00000270136.6	0	0	0	0	1	0
ENSG00000226396.1	34	23	21	43	83	37
ENSG00000158748.4	8	8	3	3	6	0
ENSG00000162542.14	712	981	411	886	1279	896
ENSG00000178828.7	0	0	0	0	0	0
ENSG00000235434.1	0	0	0	0	0	0
ENSG00000169914.6	662	652	1294	600	720	697
ENSG00000188784.4	0	0	0	0	0	0
ENSG00000242688.3	0	0	0	0	0	0
ENSG00000188257.12	0	534	11	22	35	4
ENSG00000127472.11	9	571	118	0	0	349
ENSG00000117215.15	0	0	0	0	0	0
ENSG00000158786.5	0	0	0	2	0	0
ENSG00000227066.2	0	0	0	0	0	0
ENSG00000187980.7	0	0	0	0	0	0
ENSG00000162543.6	0	11	11	0	13	2
ENSG00000228105.2	0	0	0	0	0	0
ENSG00000284710.1	0	0	0	0	0	0
ENSG00000158816.16	0	0	0	0	2	0
ENSG00000226664.1	0	0	0	0	0	0
ENSG00000236963.7	11	3	0	0	3	0
ENSG00000226487.1	0	0	0	0	0	0
ENSG00000284641.1	0	0	0	0	0	0
ENSG00000284743.1	0	2	9	0	10	5
ENSG00000162545.6	9261	7583	10684	8194	12181	4879
ENSG00000090432.7	1565	1555	1550	2650	2747	2150
ENSG00000215520.3	0	0	0	0	0	0
ENSG00000183114.8	14	11	45	8	4	12
ENSG00000158825.6	204	86	100	95	72	20
ENSG00000158828.8	5535	5299	5094	5106	7675	3305
ENSG00000284005.1	0	0	0	0	0	0
ENSG00000117242.7	990	589	908	1404	1377	724
ENSG00000244038.11	12839	9986	7597	8964	15518	12018
ENSG00000117245.13	368	357	318	403	419	427
ENSG00000235432.1	0	0	5	0	0	6
ENSG00000189410.12	1044	682	830	1340	1067	1090
ENSG00000233069.1	6	0	0	4	0	2
ENSG00000127483.19	11348	9576	12801	14463	21146	14217
ENSG00000075151.23	13285	14218	11944	14939	18880	16097
ENSG00000251914.1	0	0	0	0	0	0
ENSG00000221808.1	1	0	0	13	4	18
ENSG00000233072.1	1	23	0	28	6	19
ENSG00000236073.2	8	19	5	6	13	14
ENSG00000235112.1	0	0	0	0	0	0
ENSG00000287192.1	3	0	4	17	9	8
ENSG00000117298.16	21554	14466	12205	20031	22188	18783
ENSG00000236936.1	0	0	0	4	0	0
ENSG00000231105.2	0	6	0	7	1	3
ENSG00000236216.5	1	0	0	0	5	0
ENSG00000228823.1	0	0	0	1	0	0
ENSG00000236009.1	0	0	0	0	0	0
ENSG00000227001.3	425	304	213	565	1589	331
ENSG00000187952.9	348	194	282	133	563	335
ENSG00000186543.7	0	0	0	0	3	0
ENSG00000142794.19	2641	1903	1825	3636	9467	2330
ENSG00000176378.8	0	0	0	0	1	0
ENSG00000162551.14	12184	5004	4076	1697	1796	677
ENSG00000233431.1	1	0	0	0	2	0
ENSG00000076864.20	63	50	9	144	163	6
ENSG00000090686.16	3529	4152	4463	3745	5540	4621
ENSG00000231978.2	0	0	0	0	0	0
ENSG00000187942.12	46	134	77	22	42	74
ENSG00000142798.20	33350	64757	36795	18131	16284	40043
ENSG00000232037.3	0	2	0	0	0	0
ENSG00000283234.1	0	0	0	0	0	0
ENSG00000219073.8	0	0	0	0	0	0
ENSG00000285959.1	0	0	0	0	0	0
ENSG00000273610.1	0	1	0	0	0	0
ENSG00000201919.1	0	0	0	0	0	0
ENSG00000142789.20	0	0	0	0	0	0
ENSG00000278124.1	0	1	0	0	0	0
ENSG00000201273.1	0	0	0	0	0	0
ENSG00000228397.3	5	13	0	14	5	9
ENSG00000218510.9	145	172	292	138	222	163
ENSG00000070831.17	11537	9312	9452	15200	18781	15635
ENSG00000285752.1	5	2	1	8	10	0
ENSG00000285794.1	0	0	0	0	0	0
ENSG00000230068.2	9	20	18	20	34	37
ENSG00000271428.1	0	0	0	0	0	0
ENSG00000162552.15	13	10	29	9	30	111
ENSG00000285873.1	0	0	0	8	3	5
ENSG00000266564.1	0	0	0	0	0	0
ENSG00000234397.3	5	1	2	2	11	0
ENSG00000279625.1	0	0	0	0	0	0
ENSG00000184677.18	1695	2698	3048	2915	3422	2679
ENSG00000237200.1	3	13	5	13	17	18
ENSG00000070886.12	0	0	0	0	0	0
ENSG00000276835.2	0	0	0	0	0	0
ENSG00000173372.17	0	0	0	0	0	0
ENSG00000159189.12	0	0	0	0	0	0
ENSG00000173369.17	0	0	0	0	0	0
ENSG00000133216.17	1349	1175	445	138	453	2711
ENSG00000265422.1	0	1	0	0	0	4
ENSG00000225952.1	0	0	0	0	0	0
ENSG00000264014.1	0	0	1	0	0	2
ENSG00000215906.8	0	0	0	0	0	0
ENSG00000227868.6	0	0	0	2	0	0
ENSG00000004487.17	3645	3627	4202	3544	5454	5083
ENSG00000240553.1	0	0	0	0	0	1
ENSG00000263793.1	0	0	0	0	0	0
ENSG00000266802.1	0	0	0	0	0	0
ENSG00000169641.13	5890	4413	7652	8231	9212	9078
ENSG00000229010.1	0	0	0	0	0	0
ENSG00000206935.1	0	0	0	0	0	0
ENSG00000252578.1	0	0	0	0	0	0
ENSG00000179546.5	0	0	14	4	4	3
ENSG00000215381.3	0	0	0	0	3	0
ENSG00000261326.4	163	215	262	363	266	497
ENSG00000284726.1	0	0	0	0	0	0
ENSG00000125944.21	5337	4579	4758	9544	8526	9758
ENSG00000125945.15	1391	1478	957	924	1622	1134
ENSG00000249087.7	65	118	254	51	143	100
ENSG00000201405.1	0	0	0	0	0	0
ENSG00000271420.1	8	9	0	11	6	12
ENSG00000204219.11	489	365	322	257	256	535
ENSG00000232482.2	0	0	0	0	0	0
ENSG00000088280.19	3304	4784	3406	1828	3847	2394
ENSG00000007968.7	41	0	9	371	151	377
ENSG00000235052.1	5	8	10	5	9	7
ENSG00000117318.9	2485	5164	7081	6359	12175	7984
ENSG00000285802.1	0	5	11	11	5	4
ENSG00000197880.9	0	3	0	2	12	1
ENSG00000229239.2	0	0	0	0	0	0
ENSG00000142676.14	17392	16691	10369	13699	19820	13987
ENSG00000236810.6	81	96	86	87	66	76
ENSG00000011007.12	3520	3825	3957	7176	6357	5840
ENSG00000057757.10	1274	1264	1400	1400	1523	1337
ENSG00000011009.11	1258	1070	1092	1569	1624	1599
ENSG00000117308.15	486	290	321	724	625	849
ENSG00000117305.15	1645	1730	1559	1291	1740	1090
ENSG00000179163.12	94	309	171	130	150	344
ENSG00000188822.8	0	0	0	4	0	0
ENSG00000229106.1	1	0	1	2	0	1
ENSG00000232557.3	0	0	0	0	0	0
ENSG00000264926.1	0	0	0	0	0	0
ENSG00000230228.2	1	0	0	5	2	2
ENSG00000189266.13	3358	2761	3685	4493	3560	4259
ENSG00000188529.15	3449	3071	3611	5297	4640	5457
ENSG00000215905.4	0	0	0	0	0	0
ENSG00000225315.2	0	1	0	0	0	0
ENSG00000142661.19	0	5	0	3	0	0
ENSG00000230703.1	0	0	0	0	0	0
ENSG00000142677.4	4	0	0	5	0	10
ENSG00000185436.12	0	0	0	0	5	0
ENSG00000230023.2	0	0	0	0	0	0
ENSG00000232298.2	0	0	0	0	0	0
ENSG00000158055.16	9	17	4	3	0	4
ENSG00000001460.18	375	508	518	815	520	632
ENSG00000001461.17	6260	4904	5345	14637	10470	9821
ENSG00000286061.1	0	0	0	0	2	0
ENSG00000117602.13	836	751	311	1444	1201	1223
ENSG00000264443.1	1	0	1	0	1	1
ENSG00000184454.7	0	0	0	0	0	0
ENSG00000227312.2	0	0	0	0	0	0
ENSG00000239106.1	0	0	0	0	0	0
ENSG00000133226.17	6039	5470	7373	7426	8494	7668
ENSG00000284699.1	0	0	0	0	0	0
ENSG00000169504.15	45186	55615	56790	70091	66889	48613
ENSG00000238482.1	0	0	0	0	0	0
ENSG00000020633.19	0	0	7	0	4	57
ENSG00000278034.1	0	0	0	0	0	0
ENSG00000229162.1	0	0	0	0	0	0
ENSG00000261025.1	0	0	0	0	0	0
ENSG00000264371.1	0	0	0	0	0	0
ENSG00000285823.1	0	0	0	0	0	0
ENSG00000233755.1	0	0	0	0	2	0
ENSG00000233419.3	0	1	0	0	0	0
ENSG00000231953.2	0	0	0	0	0	0
ENSG00000117614.10	1639	2117	1483	1451	2262	1242
ENSG00000284602.1	21	42	92	38	73	83
ENSG00000284657.1	1	26	58	9	20	5
ENSG00000117616.18	1639	1938	4046	2204	2275	2404
ENSG00000272432.1	0	4	0	1	5	0
ENSG00000261349.1	29	109	96	50	16	37
ENSG00000187010.21	0	2	0	1	1	3
ENSG00000224183.1	38	104	24	13	4	6
ENSG00000259984.1	4	4	8	3	8	5
ENSG00000183726.11	5810	5670	5639	4385	8140	3801
ENSG00000188672.19	19	50	10	3	16	3
ENSG00000238084.4	15	22	16	9	5	4
ENSG00000204178.11	1853	1878	1611	2151	3074	2302
ENSG00000157978.12	1844	1439	1247	1326	2265	1701
ENSG00000225643.1	6	20	17	6	19	2
ENSG00000117643.15	8011	4921	3980	2828	4542	824
ENSG00000233478.1	0	0	0	0	0	0
ENSG00000162430.18	13084	11834	9208	6345	12667	8939
ENSG00000255054.3	0	0	0	0	0	0
ENSG00000228172.5	27	68	62	49	94	49
ENSG00000117640.18	1933	1986	2422	2166	3167	2396
ENSG00000272478.1	0	0	0	0	0	0
ENSG00000127423.11	31	4	3	118	40	171
ENSG00000236528.1	1	8	8	10	6	3
ENSG00000182749.6	1289	1182	1315	1153	1239	1256
ENSG00000207302.1	0	0	0	0	0	0
ENSG00000117632.23	2289	864	1374	5410	1817	8026
ENSG00000229786.1	0	0	0	0	0	0
ENSG00000223624.1	0	0	0	0	0	0
ENSG00000283938.1	0	0	0	0	0	0
ENSG00000158006.14	706	685	918	1088	884	926
ENSG00000207237.1	0	0	0	0	0	0
ENSG00000252190.1	0	0	0	0	0	0
ENSG00000252691.1	0	0	0	0	0	0
ENSG00000158008.10	64	59	48	15	15	16
ENSG00000158014.15	0	0	0	0	0	0
ENSG00000284309.1	0	0	0	0	0	0
ENSG00000158022.7	8	15	0	0	3	0
ENSG00000175087.10	229	211	279	323	382	284
ENSG00000197245.6	0	0	0	0	0	0
ENSG00000282872.2	0	0	0	0	0	0
ENSG00000236782.7	2	3	3	2	8	2
ENSG00000142684.9	355	403	429	519	406	472
ENSG00000142675.18	10	25	15	18	8	8
ENSG00000188782.9	0	0	0	0	0	0
ENSG00000236155.6	0	2	0	1	0	0
ENSG00000278572.1	8	1	0	7	1	4
ENSG00000130695.16	311	321	331	700	299	893
ENSG00000270733.1	0	0	0	0	0	0
ENSG00000142669.15	5533	3498	2972	8948	5487	10165
ENSG00000158062.20	297	273	410	467	482	261
ENSG00000169442.9	0	0	0	0	0	0
ENSG00000176092.17	0	1	0	0	0	0
ENSG00000225854.2	0	0	0	0	0	0
ENSG00000176083.18	0	1	0	0	0	0
ENSG00000131914.11	0	0	0	0	0	0
ENSG00000117682.17	2407	2201	2101	3028	3610	3092
ENSG00000223583.1	3	4	1	0	4	4
ENSG00000225891.2	1	23	2	7	8	6
ENSG00000198830.11	6611	5070	5760	11511	9041	15241
ENSG00000224129.1	0	0	0	0	0	0
ENSG00000117676.14	180	210	92	52	78	208
ENSG00000238705.1	0	0	0	0	0	0
ENSG00000243905.3	2	5	0	1	3	4
ENSG00000252802.1	0	0	0	0	0	0
ENSG00000252429.2	0	0	0	0	0	0
ENSG00000229247.2	0	0	0	0	2	0
ENSG00000238316.1	0	0	0	0	0	0
ENSG00000235069.2	0	0	0	0	2	0
ENSG00000260063.1	22	43	5	37	146	44
ENSG00000117713.20	6644	8054	7304	9054	7908	9642
ENSG00000060642.11	795	849	842	758	745	642
ENSG00000241188.3	0	1	2	3	5	2
ENSG00000287810.1	0	0	0	3	0	0
ENSG00000204160.12	1779	1743	1341	1978	1822	2278
ENSG00000175793.12	0	1	8	48	4	0
ENSG00000142751.15	1088	1697	1782	1475	2232	1617
ENSG00000226698.1	0	1	0	1	4	0
ENSG00000198746.13	481	566	488	496	698	400
ENSG00000090273.14	2047	2117	1996	3464	3010	3754
ENSG00000131910.5	0	0	0	0	0	0
ENSG00000175707.9	0	3	0	0	0	0
ENSG00000172746.6	5	10	1	13	18	2
ENSG00000224064.1	0	0	0	0	0	0
ENSG00000225294.1	0	0	1	1	3	0
ENSG00000253368.4	2057	1792	379	3002	1500	1261
ENSG00000158246.8	29	171	39	52	99	134
ENSG00000090020.11	5265	5433	4658	4911	4310	3748
ENSG00000229985.2	0	0	0	0	0	1
ENSG00000214973.3	1	4	1	7	2	2
ENSG00000225159.1	36	52	15	75	52	44
ENSG00000225990.2	1	0	0	0	3	0
ENSG00000224311.1	0	0	0	0	0	0
ENSG00000142784.16	4487	4068	4071	2289	4355	2800
ENSG00000252098.1	0	0	0	0	0	0
ENSG00000243659.1	3	8	11	6	14	1
ENSG00000186501.15	1243	1599	1307	1672	2148	1394
ENSG00000206888.1	2	1	11	1	0	5
ENSG00000241547.1	5	23	34	23	30	32
ENSG00000142765.18	0	15	7	7	14	17
ENSG00000142733.17	1716	1646	1191	1140	1830	1607
ENSG00000142748.13	0	0	0	0	0	0
ENSG00000174950.11	0	0	0	0	0	0
ENSG00000231207.1	0	0	0	0	0	0
ENSG00000181773.7	123	27	18	172	58	224
ENSG00000158195.11	11709	13996	12062	11524	15357	12310
ENSG00000241169.1	0	0	0	0	0	0
ENSG00000237429.1	0	0	0	0	3	2
ENSG00000126705.15	1904	2036	1191	1442	1345	2277
ENSG00000000938.13	0	0	0	0	2	0
ENSG00000235912.1	7	3	3	8	13	17
ENSG00000233975.2	0	0	0	3	0	0
ENSG00000126709.16	4027	562	420	505	891	322
ENSG00000225886.3	0	0	0	0	0	0
ENSG00000206767.1	0	0	0	0	0	0
ENSG00000226662.2	0	0	0	0	0	0
ENSG00000207095.1	0	0	0	0	0	0
ENSG00000287244.1	0	1	0	0	0	1
ENSG00000009780.16	636	673	774	691	1149	625
ENSG00000231344.1	0	3	21	8	10	8
ENSG00000230833.1	0	5	3	7	5	1
ENSG00000117758.14	4336	3851	3437	5482	7655	3573
ENSG00000269971.1	15	10	7	31	30	22
ENSG00000270031.1	0	3	5	4	5	5
ENSG00000223062.1	0	0	0	0	0	0
ENSG00000286433.1	0	1	0	1	1	0
ENSG00000117751.18	1694	1779	1823	2293	3311	2284
ENSG00000252947.1	0	2	5	10	5	14
ENSG00000130775.16	408	643	837	335	309	270
ENSG00000117748.10	826	735	873	1440	1123	1373
ENSG00000130768.15	3	14	0	0	0	1
ENSG00000227050.1	0	2	0	0	2	0
ENSG00000158156.9	409	473	409	631	717	709
ENSG00000158161.16	2452	2434	2750	3476	4461	3609
ENSG00000238231.2	4	4	0	9	23	19
ENSG00000240750.3	1	9	0	19	12	26
ENSG00000228589.3	565	433	459	697	855	626
ENSG00000228943.1	0	0	0	0	0	0
ENSG00000214812.3	0	1	0	0	3	1
ENSG00000253005.1	0	0	0	0	0	0
ENSG00000169403.12	17	13	7	12	10	7
ENSG00000126698.11	4403	3590	3563	4155	6229	4287
ENSG00000130770.18	1360	1266	1251	1717	2734	2123
ENSG00000270605.1	6	9	43	16	26	43
ENSG00000271398.1	0	0	0	0	0	0
ENSG00000130766.5	2757	5817	4473	4741	3188	1249
ENSG00000130772.14	483	431	566	624	661	588
ENSG00000204138.13	1771	2392	2453	2578	2773	2346
ENSG00000206779.1	0	3	0	0	0	0
ENSG00000229820.2	0	1	0	9	14	15
ENSG00000221216.1	0	5	0	0	4	7
ENSG00000180198.17	1525	2047	2218	2215	1452	2337
ENSG00000242125.3	708	877	2191	3196	1319	2764
ENSG00000274266.1	0	0	0	0	0	0
ENSG00000200087.1	386	489	439	417	516	442
ENSG00000231468.2	0	0	0	0	0	0
ENSG00000279443.1	14	30	28	69	18	59
ENSG00000180098.9	545	814	588	643	877	761
ENSG00000197989.14	245	449	606	702	600	584
ENSG00000221539.1	6	13	7	28	5	16
ENSG00000278274.1	0	0	0	0	0	0
ENSG00000273544.1	0	0	0	0	0	0
ENSG00000280498.1	0	0	0	0	0	0
ENSG00000274582.1	0	0	0	0	0	0
ENSG00000120656.13	1133	958	893	891	965	1011
ENSG00000188060.8	116	106	66	30	107	40
ENSG00000229388.1	0	9	5	26	18	12
ENSG00000270103.3	0	0	0	0	0	0
ENSG00000274978.1	1	0	0	17	3	0
ENSG00000162419.13	667	812	890	1020	1101	857
ENSG00000252777.1	0	0	0	0	0	0
ENSG00000198492.16	4866	4388	4926	6282	7163	5288
ENSG00000116329.11	4	0	0	7	0	1
ENSG00000233427.1	0	6	4	5	10	8
ENSG00000199756.1	0	0	0	0	3	0
ENSG00000159023.22	2538	4872	1777	2279	3978	2415
ENSG00000225616.2	0	0	2	4	3	0
ENSG00000206704.1	0	0	0	0	0	2
ENSG00000277958.1	4	2	0	0	0	0
ENSG00000253304.2	1883	6933	2006	1511	4428	1268
ENSG00000225750.1	0	2	2	13	6	4
ENSG00000116350.17	3741	3556	3653	4045	4534	4498
ENSG00000277916.1	0	0	0	0	0	0
ENSG00000116353.16	776	754	664	684	836	544
ENSG00000237934.1	0	0	3	0	1	0
ENSG00000060656.20	1237	1599	385	518	1396	747
ENSG00000230523.1	0	0	0	0	0	0
ENSG00000225011.4	0	0	0	0	0	0
ENSG00000228176.1	0	0	0	0	0	0
ENSG00000284676.1	0	0	0	0	0	0
ENSG00000270927.1	0	0	0	0	0	0
ENSG00000233399.2	0	0	0	0	0	0
ENSG00000233372.1	0	0	0	0	0	0
ENSG00000231251.1	0	0	0	0	0	0
ENSG00000236335.1	0	0	0	0	0	0
ENSG00000231949.1	0	0	0	0	0	0
ENSG00000162510.6	4	6	0	3	5	0
ENSG00000186056.10	61	113	197	60	85	56
ENSG00000287510.1	0	0	0	0	0	0
ENSG00000162511.8	0	10	0	2	1	1
ENSG00000264773.1	0	0	0	0	0	0
ENSG00000229607.1	0	0	0	0	0	0
ENSG00000223382.5	12	4	0	8	9	12
ENSG00000222784.1	0	2	0	2	3	0
ENSG00000235143.1	0	0	0	0	0	0
ENSG00000162512.16	13866	15670	6518	5704	10195	14763
ENSG00000266210.2	0	0	0	0	0	0
ENSG00000134644.16	6857	7687	7882	6909	9319	6646
ENSG00000237329.2	0	0	0	0	0	0
ENSG00000232768.1	0	0	0	0	0	0
ENSG00000215900.4	0	0	0	0	0	0
ENSG00000225142.2	0	0	0	0	0	0
ENSG00000084628.10	5	8	11	1	8	0
ENSG00000060688.13	1456	1422	1605	1893	2005	2027
ENSG00000229447.2	8	22	25	19	19	25
ENSG00000121766.16	1429	1178	979	1587	1695	1222
ENSG00000229044.1	1	4	2	1	5	3
ENSG00000121769.8	85	245	54	4	17	92
ENSG00000168528.12	6332	4198	3388	2984	7621	8274
ENSG00000215899.3	8	8	2	16	26	2
ENSG00000206981.1	0	0	0	0	0	0
ENSG00000260386.6	0	0	0	0	0	0
ENSG00000265961.1	0	0	0	0	0	0
ENSG00000284543.1	0	0	0	0	0	0
ENSG00000229167.2	0	26	0	0	1	0
ENSG00000142910.16	664	10509	3198	79	4841	712
ENSG00000121764.11	0	18	12	1	2	2
ENSG00000162517.13	2307	2228	2529	2237	3342	2212
ENSG00000235790.7	20	15	31	13	23	8
ENSG00000264078.1	0	2	0	1	3	4
ENSG00000084636.18	30660	15407	36172	12783	21010	11443
ENSG00000121753.13	3195	1822	2576	813	1627	1223
ENSG00000266580.1	0	5	0	0	0	7
ENSG00000254545.1	1	3	0	5	12	3
ENSG00000134668.12	4868	4131	2250	5491	8382	5111
ENSG00000203620.2	0	1	0	0	0	0
ENSG00000269967.1	4	29	25	24	7	71
ENSG00000184007.22	16781	16828	15496	15638	22347	21753
ENSG00000288678.1	0	0	0	0	0	0
ENSG00000228634.1	0	2	0	0	0	0
ENSG00000284702.1	0	0	0	0	0	0
ENSG00000121774.18	5668	6076	4755	6994	9090	9143
ENSG00000203325.3	0	0	0	2	0	0
ENSG00000121775.18	512	490	620	598	567	657
ENSG00000266203.1	0	0	0	7	5	0
ENSG00000276493.1	0	0	0	0	0	0
ENSG00000025800.14	10705	12954	11589	11662	17100	12981
ENSG00000250135.1	0	0	0	0	1	0
ENSG00000084652.16	11706	16636	13618	13303	18154	13335
ENSG00000160050.16	274	87	180	164	274	257
ENSG00000224066.1	35	126	114	105	157	101
ENSG00000160051.12	71	85	116	124	127	116
ENSG00000222046.3	0	0	0	2	0	0
ENSG00000160055.20	425	507	590	773	908	802
ENSG00000084623.12	7348	7439	6270	9689	9664	9207
ENSG00000220785.7	247	487	588	225	664	168
ENSG00000183615.6	17	130	56	53	95	60
ENSG00000182866.17	0	6	0	8	6	0
ENSG00000277617.1	0	0	0	0	0	0
ENSG00000252450.1	0	0	0	0	0	0
ENSG00000116478.12	3194	3470	2174	3537	5408	5186
ENSG00000175130.7	3707	2783	2827	2199	5089	3401
ENSG00000233775.1	0	2	0	3	6	3
ENSG00000162526.7	48	61	32	41	88	44
ENSG00000225828.1	99	136	350	91	107	137
ENSG00000160058.19	4177	3423	4701	4306	5644	3528
ENSG00000224333.1	1	0	0	1	0	0
ENSG00000270850.1	0	0	0	0	0	0
ENSG00000229259.1	0	0	0	0	0	0
ENSG00000263529.2	0	0	0	0	0	1
ENSG00000254553.1	0	0	0	1	0	0
ENSG00000273274.2	0	0	0	1	0	0
ENSG00000160062.15	363	408	477	394	673	444
ENSG00000176261.16	810	775	846	1053	1290	792
ENSG00000200591.1	0	0	0	0	0	0
ENSG00000162521.19	5367	5656	7046	6469	8608	6410
ENSG00000162520.15	8738	7295	5874	7948	15534	3888
ENSG00000224409.1	0	0	0	2	4	8
ENSG00000162522.11	2615	3432	2127	1354	3544	1482
ENSG00000134684.12	9401	13059	9411	11270	10689	6942
ENSG00000116497.18	2273	2682	2368	2235	3103	2031
ENSG00000160097.20	27	43	13	19	119	22
ENSG00000121905.10	3	8	12	0	2	7
ENSG00000121900.19	667	705	432	371	261	600
ENSG00000287691.1	0	0	0	0	0	0
ENSG00000116514.17	667	952	724	702	678	872
ENSG00000278966.2	0	0	3	1	0	0
ENSG00000217644.5	0	0	0	0	0	0
ENSG00000239670.1	0	0	0	0	0	0
ENSG00000236065.2	0	1	0	0	0	0
ENSG00000004455.17	3840	4141	4545	4962	5849	5215
ENSG00000276645.1	6	5	3	8	28	10
ENSG00000142920.17	191	114	220	112	146	230
ENSG00000278997.1	60	47	223	16	54	18
ENSG00000116525.14	890	547	1371	680	1030	824
ENSG00000279179.1	3	1	1	1	7	1
ENSG00000284721.1	0	0	0	0	0	0
ENSG00000160094.15	1808	1591	1539	1278	2500	1171
ENSG00000270115.1	10	31	32	16	37	28
ENSG00000184389.9	0	0	8	10	10	1
ENSG00000225313.5	0	0	0	11	3	3
ENSG00000134686.19	5621	4775	4244	5278	6353	4844
ENSG00000284154.1	9	23	24	17	19	22
ENSG00000222112.1	3	28	31	34	38	70
ENSG00000233246.1	12	3	2	2	1	8
ENSG00000234512.1	0	0	0	0	0	0
ENSG00000121903.15	757	1117	964	1018	1011	1188
ENSG00000235907.2	0	3	0	6	3	0
ENSG00000121904.18	262	781	254	3007	2664	2230
ENSG00000227000.2	0	0	0	0	0	0
ENSG00000176256.11	0	0	0	0	0	0
ENSG00000231163.6	0	0	0	0	0	0
ENSG00000201148.1	0	0	0	0	0	0
ENSG00000142698.15	0	1	0	23	21	3
ENSG00000270241.1	0	0	0	0	0	0
ENSG00000287703.1	0	0	0	0	0	0
ENSG00000207941.1	0	0	0	0	0	0
ENSG00000163866.9	1319	1251	1146	1772	2552	2036
ENSG00000189280.3	0	0	0	0	0	0
ENSG00000189433.7	0	0	0	0	0	0
ENSG00000255811.1	0	2	0	6	0	1
ENSG00000188910.8	0	0	0	0	0	2
ENSG00000187513.9	0	0	0	0	0	0
ENSG00000230163.1	1	1	0	0	0	0
ENSG00000116544.12	8	17	7	1	25	13
ENSG00000284773.1	49	109	93	23	113	28
ENSG00000241014.2	14	51	29	19	61	20
ENSG00000271741.1	0	0	0	0	0	0
ENSG00000243749.1	0	0	0	0	0	0
ENSG00000163867.17	521	555	626	612	956	677
ENSG00000197056.11	1002	944	1128	1353	1305	1339
ENSG00000233940.1	0	1	0	0	0	0
ENSG00000228348.1	4	4	3	6	5	3
ENSG00000284640.1	0	5	4	0	0	2
