GeneID	GSM8290288	GSM8290289	GSM8290290	GSM8290291	GSM8290292	GSM8290293	GSM8290294	GSM8290295	GSM8290296	GSM8290297
105369635	0	2	0	0	2	0	2	0	1	0
406985	0	0	0	0	0	0	0	0	0	0
406933	0	0	0	0	0	0	1	0	1	0
11331	2521	2441	1083	2377	2887	2285	2923	2966	4199	2180
677777	6	16	11	17	11	11	18	11	5	11
10436	825	907	526	861	764	874	1186	939	1202	778
10162	463	460	265	529	257	474	645	425	627	428
716	1133	4167	313	1698	5050	10296	5145	10704	9771	18196
715	941	3219	318	1660	4887	10566	4677	12700	9450	19220
51279	385	354	398	590	656	870	817	731	1051	1078
283314	11	15	46	45	64	83	73	32	42	82
83758	3	13	4	3	25	52	25	62	60	47
9746	78	250	214	375	570	542	616	626	607	750
5830	216	348	176	415	509	296	328	335	374	350
341392	0	1	1	0	2	0	1	0	0	1
283316	97	271	9	55	311	106	68	148	191	138
101927882	0	0	0	0	0	1	0	0	0	0
9332	1911	5081	325	1557	2071	6056	3549	8002	4487	5539
339	0	0	0	0	0	0	0	0	0	0
9573	0	3	2	3	19	7	3	4	1	11
359787	1	1	2	0	0	0	1	0	0	0
170482	22	16	7	0	6	8	4	6	32	5
360030	0	0	0	0	0	0	0	0	0	0
79923	1	3	7	2	2	0	7	0	0	0
144195	114	125	114	134	19	76	277	79	123	34
6515	1366	818	1094	1012	1011	3240	2434	3774	5255	2561
55810	301	382	217	456	609	309	459	401	295	348
719	401	1073	112	380	660	1512	1062	1027	1456	1457
25977	185	329	170	300	380	358	486	439	418	339
50856	294	211	146	186	497	552	532	673	1056	576
642559	4	0	7	1	6	5	12	2	1	3
440077	0	1	0	0	1	0	0	1	0	5
440078	4	14	1	16	27	16	2	12	7	4
55138	7	17	4	4	19	24	11	16	14	7
653113	10	34	16	32	53	11	19	13	13	21
101927905	4	16	1	8	15	4	3	4	3	3
112268090	0	3	3	2	12	6	7	2	5	15
107987171	2	1	0	1	0	0	1	1	0	5
389634	35	13	63	57	41	107	185	69	106	199
101927966	2	5	3	1	6	4	3	6	2	9
93978	0	3	0	1	1	77	74	18	119	57
338339	229	30	180	183	138	288	222	201	349	380
26253	1571	426	341	417	244	2610	1902	1667	4640	3706
105369645	3	1	1	0	1	5	6	0	5	9
57379	2	7	2	3	1	1	7	5	11	4
8076	246	65	5	40	38	112	14	13	65	178
57494	192	667	352	397	524	317	554	227	130	366
144568	0	1	1	5	2	0	2	0	0	4
1911	399	764	308	582	904	1084	1101	979	1595	1141
4074	492	1030	378	599	955	1733	1624	1414	2401	1519
10219	38	206	38	86	79	124	115	223	92	108
253128	0	2	3	2	2	1	1	3	1	1
144571	442	1629	199	577	1424	744	494	1279	606	1297
2	2884	9534	652	4328	13350	7797	3309	10919	5289	11831
5858	1	16	1	18	17	4	15	7	6	12
3	0	6	2	4	6	1	4	1	1	5
100422872	77	71	98	61	78	55	100	104	115	76
100499405	58	166	24	117	130	96	122	151	124	137
642846	48	239	221	439	326	87	210	133	65	113
107984489	1	6	8	11	11	1	15	3	6	4
105369649	0	0	0	0	0	0	0	0	0	0
101930452	21	24	79	49	17	12	72	7	5	13
101928030	0	0	0	0	0	0	0	0	0	0
728715	43	74	271	118	42	40	210	22	8	56
105369647	4	5	16	4	2	4	14	1	0	5
107987172	11	1	33	12	3	5	46	1	0	3
440081	127	259	481	551	230	94	453	84	62	81
105376678	3	1	2	3	0	2	7	1	0	0
408186	8	38	58	37	23	2	40	15	8	20
3820	72	652	40	244	127	291	260	428	682	134
107987174	6	72	2	28	12	25	43	51	68	18
374443	90	247	70	134	164	224	208	251	328	164
105369728	1	0	0	0	0	0	1	1	0	0
29121	137	666	391	656	510	572	1234	688	488	622
105369652	1	14	1	4	3	14	5	11	7	13
160365	18	37	8	21	28	68	36	53	42	39
969	144	900	28	61	71	889	537	538	757	597
51348	17	95	21	54	28	27	41	27	30	33
9976	267	771	171	474	598	1255	1221	1672	1943	1483
100431172	0	0	0	0	0	0	0	1	0	0
387836	0	0	0	0	0	0	0	0	0	0
100506159	48	9	165	50	25	3	25	2	18	3
400002	0	0	1	0	0	4	2	6	0	4
160364	1427	543	1926	1502	953	982	1080	340	1676	315
51266	153	60	184	84	48	44	93	8	49	11
387837	15	31	89	109	41	9	62	9	19	18
102724020	3	10	8	13	4	3	7	1	4	1
112268091	0	0	0	0	0	2	0	0	0	0
283420	49	127	53	22	34	71	70	51	132	43
51267	11	88	4	46	104	107	95	151	156	224
105369655	0	0	0	0	0	0	0	0	0	0
64581	54	362	65	192	140	667	912	575	778	660
4973	369	68	302	267	245	253	477	437	1289	436
120939	48	5	49	25	15	39	42	18	91	32
107984509	0	0	0	0	0	0	0	0	0	0
23710	577	1036	256	1019	1385	1254	953	1344	1587	1398
3824	85	359	13	164	143	111	172	327	208	348
105369656	10	25	0	9	6	0	5	32	7	9
113523642	1	0	0	3	1	0	0	0	0	2
101928100	1	19	2	11	11	6	16	19	8	11
100528032	63	418	98	175	142	137	257	378	132	171
22914	62	412	96	173	139	135	256	375	130	169
8302	1	6	4	5	6	2	3	4	2	4
3823	6	51	3	23	15	14	8	52	51	15
3822	6	23	4	9	18	8	11	29	24	8
3821	7	61	1	7	4	22	16	57	57	66
105369657	0	0	0	0	0	0	0	0	0	0
255308	6	12	3	16	22	11	28	21	29	11
105369658	0	0	0	0	0	0	1	0	0	0
101060038	10	68	5	21	11	25	44	160	89	56
105376675	0	11	2	1	1	0	9	2	0	7
10748	8	27	21	20	48	20	39	22	6	42
55110	210	228	173	208	213	217	286	271	262	227
55359	28	65	25	67	17	8	82	22	15	19
8531	5631	4169	2836	8168	3478	3096	5580	2865	2961	4155
112268104	1	3	2	3	7	4	1	1	2	3
101928162	0	0	0	0	0	0	0	0	0	0
50837	0	0	0	0	0	0	0	0	0	0
50836	0	0	0	0	0	0	0	0	0	0
50835	0	2	0	0	0	0	0	0	0	0
107984459	1	4	0	9	5	3	1	1	6	10
50839	0	3	0	1	0	1	1	0	0	0
100533464	17	35	20	31	41	33	28	36	38	32
11272	4	7	6	12	18	11	8	5	4	13
5554	15	28	25	26	29	23	24	30	34	25
50838	0	0	0	0	0	0	0	0	0	0
5555	1	5	1	7	6	3	7	1	2	6
106707243	13	40	22	30	44	33	36	36	34	25
50840	1	5	1	3	6	4	5	3	1	7
259296	0	0	0	0	0	0	0	0	0	0
259295	5	13	17	41	34	15	22	16	18	27
259294	0	1	0	0	5	3	4	1	0	4
259290	0	0	0	1	0	0	0	2	0	0
259292	0	0	0	1	0	0	0	2	0	1
259289	0	0	0	0	0	0	1	0	4	1
259293	0	0	0	0	0	0	0	0	0	0
100129361	332	427	247	385	421	345	470	506	472	371
353164	0	0	0	0	0	0	0	0	0	0
5544	0	0	0	0	0	0	0	0	0	1
107987183	0	1	0	0	0	0	0	1	1	2
5545	0	0	0	0	0	0	0	1	0	0
5542	0	0	0	0	0	0	0	0	0	0
653247	0	1	0	1	0	0	0	0	0	0
440084	0	1	0	0	0	0	0	1	0	0
338817	0	12	11	17	12	12	6	4	2	4
2120	422	592	529	438	510	835	1152	994	1372	1234
79370	1	8	0	2	2	58	99	39	116	44
103504734	0	0	0	0	3	1	1	2	3	0
4040	36	139	30	145	357	111	70	173	69	184
54682	346	151	193	288	274	163	114	278	67	384
503693	7	20	2	8	19	14	14	14	18	20
118426	138	105	57	108	107	107	162	168	222	112
107984485	18	38	17	60	50	50	82	38	52	73
80824	150	259	106	159	228	335	351	461	402	258
107984486	0	0	0	0	0	0	0	0	0	0
1389	431	1228	229	585	955	1728	1625	1764	2331	1517
2842	18	56	34	54	24	55	69	60	40	21
1027	433	748	311	813	707	927	1064	921	717	619
105369663	371	563	276	571	495	560	751	604	516	428
81575	298	511	108	72	406	465	181	724	296	755
107984129	21	14	79	41	8	4	45	14	9	4
693198	0	0	0	0	0	0	0	0	0	0
51202	273	422	204	332	604	434	531	638	619	495
107984492	0	0	0	0	0	0	0	0	0	1
112267864	0	0	0	0	0	1	0	0	0	0
387841	90	75	43	44	68	40	55	76	77	19
9052	17	75	4	55	207	152	22	133	79	26
693199	0	0	0	0	2	1	1	1	1	0
100506314	5	21	13	24	5	23	14	39	25	47
55507	33	14	28	25	12	4	24	3	6	1
50865	1412	1564	755	1391	1190	1112	1497	751	1152	991
93164	30	92	8	48	64	65	48	65	56	76
57613	134	190	94	215	212	96	155	90	70	60
83445	9	3	1	3	2	0	1	2	2	1
105369666	0	8	0	0	1	3	1	0	0	0
2012	528	3309	195	1598	7022	2473	2012	4787	3407	6118
283422	0	0	0	1	0	0	0	0	0	0
2904	0	0	0	0	9	1	0	1	0	0
105369668	1	0	3	2	9	0	0	0	0	0
105369667	0	0	0	0	0	0	0	0	0	0
55729	475	849	489	611	665	629	909	878	532	850
79887	4582	885	1448	2700	1927	1981	1308	1623	2444	1454
101928317	99	30	24	88	66	79	34	59	74	62
101928290	7	3	3	10	9	15	8	9	13	9
144608	21	53	37	49	31	24	75	32	40	28
2984	19	13	6	9	15	9	9	12	10	9
105369669	1	9	1	3	5	2	1	4	3	5
121504	1	4	2	0	3	2	3	1	5	1
55766	1261	1668	640	1501	1327	1050	1510	1210	1653	958
51729	590	739	358	701	809	890	861	923	1018	773
440087	8	12	12	12	0	3	30	3	0	5
420	178	175	197	380	39	57	370	6	6	27
4256	3088	3505	519	14726	31850	7684	1371	16955	2841	5874
121506	17	27	55	51	37	31	82	22	28	38
397	18596	7189	10514	9814	6228	10665	10605	12039	14152	8396
105369670	0	0	0	1	0	0	1	0	2	1
5149	8	0	8	16	11	5	27	1	4	1
101928340	2	0	0	0	1	0	0	0	0	0
107984506	1	0	0	0	0	0	0	0	0	0
85004	41	67	15	121	665	107	50	138	53	172
100873980	1	0	0	0	0	0	0	0	0	0
5800	22	220	6	32	78	261	125	140	329	187
105369673	0	0	0	0	0	0	0	0	0	0
105369672	0	3	0	0	0	0	0	0	0	0
2059	89	608	45	484	703	342	179	499	178	502
102724146	6	12	4	12	14	11	17	16	15	16
11171	670	983	394	836	1134	912	1135	1427	1193	1230
51071	238	329	96	279	395	409	398	562	519	407
101928362	0	0	0	0	3	0	0	0	0	0
729025	0	0	0	0	1	0	0	0	0	0
4257	772	613	531	342	1276	331	225	189	408	248
107984494	4	0	0	0	1	1	2	0	0	0
55885	12	35	6	40	128	8	2	15	3	1
105369677	0	0	0	0	0	0	0	0	0	0
728622	0	1	0	1	1	0	0	2	0	0
105369678	0	0	0	0	0	0	0	0	0	0
100616279	0	0	0	0	0	0	0	0	0	0
79785	38	64	13	263	180	43	34	19	3	5
5288	0	0	0	0	0	0	0	0	0	0
89869	0	0	0	0	0	0	0	0	0	0
93661	0	0	0	0	0	0	0	0	0	0
102724227	0	0	0	0	0	0	0	0	0	0
107984527	0	0	0	0	0	0	0	0	0	0
54477	35	251	22	86	525	327	180	422	260	587
112268092	1	12	9	9	36	26	15	28	17	55
121536	64	162	56	102	232	146	165	226	199	195
101928387	10	16	7	5	13	6	10	16	9	10
105369682	0	0	0	0	0	0	0	0	0	0
100506393	0	0	0	0	0	1	0	0	0	0
105369685	0	0	0	1	0	1	0	0	0	0
105369684	0	0	0	0	0	0	0	0	0	0
105369686	0	0	0	0	0	0	0	0	0	0
105369687	0	0	0	0	0	0	0	0	0	0
105369688	0	0	0	0	0	0	0	0	0	0
5139	20	31	34	30	54	29	27	95	24	63
53919	21	48	33	34	131	54	35	133	24	62
28234	0	0	0	5	0	0	0	0	0	0
115072896	0	0	0	1	0	0	0	0	0	0
338821	0	0	0	0	0	0	0	0	0	0
10599	0	0	0	0	0	0	0	0	0	0
6579	0	0	0	1	0	1	0	0	0	0
3375	0	0	0	0	0	0	0	0	0	0
79912	171	428	173	300	438	427	634	581	551	594
5965	130	304	145	247	372	359	538	517	460	536
51026	166	387	191	248	557	506	593	716	769	873
80763	23	14	27	7	11	7	7	10	0	1
2998	17	11	21	9	14	7	8	14	2	1
3945	3005	3459	1661	2843	3792	3051	3598	5048	4020	2836
105369689	1	0	0	0	0	1	2	3	0	2
102724261	0	0	0	0	1	0	0	0	0	0
3764	39	116	21	70	106	321	154	438	266	325
10060	58	123	35	64	107	179	97	331	100	249
55907	776	820	459	1121	479	434	1181	427	439	469
105369690	92	14	3	18	27	2	192	6	2	18
107984497	0	1	0	2	1	2	1	0	1	1
6489	13	79	4	22	115	64	65	180	109	107
112268093	0	0	0	0	0	1	1	4	0	0
105369151	0	10	1	3	15	13	30	8	10	15
9847	202	527	330	417	599	483	698	386	348	553
105369692	0	0	0	0	0	0	0	0	0	0
105369691	0	1	0	0	0	0	0	1	0	0
55500	175	765	366	418	556	578	857	684	541	688
107984516	0	0	0	0	0	0	0	1	1	0
101928441	0	0	0	0	2	0	0	0	0	0
6660	4	15	0	34	256	39	15	86	34	37
105369697	0	0	0	0	0	0	0	0	0	0
105369696	0	0	0	0	0	1	1	0	0	0
100126320	0	0	1	0	0	0	0	0	0	0
101928471	0	0	0	0	0	0	0	0	2	0
144360	0	0	0	0	0	0	0	1	0	1
105369698	0	0	0	0	0	0	0	4	0	0
586	198	599	87	649	1134	1443	1540	1518	2917	1906
105369699	2	8	0	3	3	23	23	24	58	27
107984475	0	4	0	1	10	306	127	71	649	113
196415	0	0	0	0	0	0	0	0	1	0
645177	0	1	2	0	0	0	0	0	0	1
4033	204	323	179	257	171	298	313	306	254	257
55259	2	5	20	11	8	8	22	14	8	10
144363	136	241	73	187	364	221	211	286	265	269
3845	250	355	169	303	336	420	563	572	453	506
105369701	0	0	0	0	0	1	0	0	0	0
160492	0	0	0	0	0	0	0	0	0	1
100422897	0	0	0	0	0	0	0	0	0	0
100506451	4	20	4	11	33	16	17	41	42	35
11228	23	114	15	75	254	123	73	254	137	249
107984501	0	0	0	0	0	0	0	0	0	0
79365	85	200	42	138	844	910	677	415	955	796
8082	191	412	54	226	1288	457	262	404	299	664
101928554	0	0	1	0	0	10	18	1	39	4
105369705	0	5	1	7	21	3	7	2	1	0
105369704	0	1	0	0	2	2	8	2	6	0
107984482	0	1	0	0	2	6	8	0	8	1
3709	187	258	112	238	415	758	661	582	652	706
105369706	0	0	0	0	8	0	1	1	0	1
55726	101	215	71	163	239	230	292	255	269	257
26127	620	924	654	1067	721	768	1392	731	704	717
51768	1050	778	746	867	814	890	969	920	1014	877
9412	174	217	156	250	334	310	330	360	258	306
728858	0	0	0	2	2	0	4	0	0	4
23012	135	252	124	366	512	338	306	610	341	547
56938	37	40	22	41	116	238	294	323	577	358
101928646	1	0	3	0	5	3	3	3	8	6
341346	0	2	3	2	4	11	16	18	15	31
8496	112	300	64	308	948	339	278	772	401	1027
107984461	0	0	14	1	34	0	0	1	47	18
387849	3	12	7	4	48	14	4	24	63	33
60488	336	387	169	308	426	399	452	554	736	439
100287284	0	3	5	0	2	0	2	0	2	0
57542	111	215	168	169	233	166	238	289	188	292
105369709	0	0	0	2	0	0	0	0	0	0
5744	9	3	0	9	24	7	8	19	8	23
105369710	1	0	0	2	0	1	0	0	0	0
107984462	0	0	0	0	0	0	0	0	0	0
729291	6	14	5	12	25	19	27	19	8	23
55297	92	216	71	138	160	201	226	186	162	213
101928705	6	3	3	4	13	11	12	7	17	9
105369711	0	0	0	0	0	0	0	0	0	0
101928735	0	0	0	0	0	0	0	1	0	1
55711	451	118	291	364	219	270	212	173	216	179
100506606	4	14	15	8	6	8	25	6	6	9
51290	278	600	203	307	639	700	646	804	740	741
101055625	13	9	5	21	0	20	10	7	0	1
341350	4	9	0	23	1	6	20	1	1	0
83857	80	227	58	374	889	216	97	229	150	422
105369714	0	1	3	1	2	2	0	0	0	0
105369715	0	0	0	0	0	0	0	0	0	0
105369716	0	0	0	0	0	0	0	0	0	0
105369717	0	0	0	0	0	0	0	0	0	0
105369718	0	0	0	0	0	0	0	0	0	0
105369719	0	0	0	1	0	0	0	0	0	1
105369720	1	0	4	2	1	2	2	0	1	0
10526	392	488	291	426	604	446	585	603	503	554
65981	224	597	628	676	315	171	905	199	118	303
645485	1	2	1	0	0	1	0	0	0	0
100287314	3	1	0	2	9	2	0	8	10	9
107984476	0	0	0	0	0	1	0	0	1	1
441631	53	355	62	97	1679	535	267	800	714	647
100506660	12	7	4	9	10	6	17	5	3	13
1663	315	268	552	395	515	126	435	118	105	151
144203	57	17	57	19	10	31	18	37	38	26
58516	167	222	122	150	218	322	461	436	518	299
79857	1	1	0	1	0	2	0	4	2	0
101929027	0	1	0	0	0	0	2	1	4	0
160518	63	173	47	108	172	124	114	185	100	83
100874249	0	1	0	1	0	6	5	3	12	3
254013	48	80	32	71	112	79	94	89	58	126
196394	28	60	26	45	90	57	72	63	44	88
105369722	0	0	1	0	0	0	1	0	0	3
105369724	0	2	0	1	0	0	0	1	2	1
107984470	0	0	0	0	0	0	0	0	0	0
440093	3	5	2	2	9	6	10	12	5	3
107984532	1	0	0	0	3	3	0	4	3	5
105369723	3	10	8	2	8	22	12	15	24	10
105369725	19	19	11	20	17	13	35	11	12	18
55196	342	711	393	813	447	766	1370	1091	635	1133
102724618	0	0	0	1	1	0	2	1	0	1
107984473	0	1	0	1	0	0	0	2	0	0
636	24	79	41	58	166	68	95	121	98	149
121512	131	222	112	196	184	186	171	165	145	268
10059	331	474	378	444	507	429	707	561	432	575
51067	313	396	269	301	390	332	455	451	390	398
5318	37	16	72	28	31	11	5	7	2	2
341359	0	0	0	0	0	1	0	0	0	0
105369726	0	0	0	0	0	0	0	0	0	0
84920	71	116	87	94	94	107	164	149	90	126
107984469	0	0	0	0	0	0	0	0	0	0
144245	27	86	44	44	109	78	83	94	92	101
144402	19	186	45	75	199	188	163	249	199	274
107984504	0	8	6	7	8	7	6	10	10	11
107984484	0	0	0	0	0	0	0	0	0	0
105369730	0	0	0	0	0	0	0	0	0	0
55605	25	83	26	35	109	33	91	63	27	24
101927019	0	0	0	0	0	0	0	0	0	0
225	6	139	5	44	115	62	85	87	42	19
283461	0	1	1	0	0	0	1	1	0	0
114134	13	74	28	32	77	63	73	88	78	90
112268095	0	0	1	0	0	0	0	0	0	0
101930164	2	3	3	0	1	43	27	30	33	16
105369734	0	1	0	1	0	0	1	0	1	0
107984474	0	0	1	0	0	3	0	3	1	5
105369735	0	0	0	0	0	0	0	1	0	1
120892	193	144	205	318	230	940	671	533	528	772
105369736	0	0	1	0	1	0	0	1	0	1
283463	2	1	11	11	4	2	2	0	0	0
1272	14	195	8	17	152	69	12	45	24	29
107984496	0	0	0	0	0	0	0	0	0	0
29951	37	136	8	43	221	136	29	42	35	29
107984499	0	0	0	0	0	0	0	0	0	0
107984498	0	1	0	1	3	0	1	0	0	1
101927038	0	0	0	0	0	0	0	0	0	0
105378247	0	0	0	0	0	0	0	0	1	0
283464	78	217	71	156	216	200	215	204	179	225
10138	77	203	97	120	164	178	254	200	222	229
85437	333	457	173	374	607	531	511	721	835	650
102467003	0	1	1	0	1	0	0	0	0	0
51535	513	596	322	545	506	535	711	603	570	571
144165	42	71	38	37	152	58	30	55	41	83
101927058	0	0	0	0	0	0	0	0	0	0
105369738	0	0	0	0	0	0	0	0	0	0
105369739	0	0	0	0	0	1	0	0	0	2
105369740	0	0	0	0	0	0	0	0	0	0
80070	0	0	0	0	0	0	0	0	0	0
83448	80	176	103	136	164	130	223	201	131	191
51135	257	461	343	494	476	424	772	555	584	718
5756	121	479	120	308	531	556	595	887	741	765
84216	11	84	7	26	117	50	29	82	54	80
4753	11	39	10	47	17	63	191	99	111	32
440097	2	0	0	2	3	0	0	0	0	0
105369742	0	0	0	0	0	0	0	0	0	0
83956	0	0	0	0	0	0	0	0	0	0
51054	26	48	44	29	40	40	37	60	44	52
196527	245	584	158	320	828	603	593	793	667	959
105369743	0	1	0	0	2	0	2	0	1	0
105369744	0	0	0	0	0	0	0	0	0	0
400027	162	161	111	191	176	141	184	159	125	148
196528	174	250	250	249	233	216	377	259	167	208
105369745	0	3	0	0	0	0	0	0	0	0
9169	523	888	586	777	1007	941	1383	1112	899	1059
81539	190	418	179	275	181	362	574	565	289	334
105378248	3	3	7	6	0	3	17	9	8	1
54407	595	2270	835	1345	3334	1361	2019	2154	1632	3760
102723757	0	0	1	0	0	0	1	0	1	0
100288798	42	54	22	25	28	28	24	44	44	37
55089	0	5	1	0	16	6	1	0	0	4
107984466	2	2	1	7	0	0	0	1	0	2
347902	20	101	35	38	142	80	124	115	82	120
91523	146	295	115	199	171	317	378	422	510	215
100616486	0	0	0	0	0	0	0	0	0	0
100233209	213	327	91	163	111	334	362	478	581	195
105369746	0	0	0	0	0	0	0	0	1	2
105369747	1	8	0	1	0	8	9	7	13	3
107984528	0	0	0	0	1	1	0	3	6	1
100616478	0	0	0	0	0	0	0	0	0	0
111082992	0	0	0	0	0	0	0	1	1	0
79657	143	194	116	172	203	268	278	256	256	218
105369748	16	39	14	36	52	39	63	57	62	57
8909	1	4	1	0	7	2	6	2	2	3
10411	126	228	117	319	730	166	153	252	129	446
55652	1209	803	562	1011	619	491	927	533	544	592
51564	742	1074	611	1220	1421	855	1085	1206	929	1571
107984503	0	5	0	1	8	2	8	6	5	2
7421	104	512	136	158	1708	517	514	480	984	566
79022	684	615	527	630	705	378	577	499	427	284
1280	267	2	11	621	63095	664	70	1116	1213	7988
105369752	2	0	0	14	1558	18	2	18	22	214
105369750	0	0	0	0	0	1	2	0	0	0
29843	127	132	100	135	172	159	228	194	199	176
5213	704	367	207	466	570	335	465	417	225	399
102466657	0	0	0	0	0	0	0	0	0	0
140461	356	390	347	398	459	387	465	459	416	376
387856	9	6	2	28	44	34	8	43	12	61
102725258	0	1	0	2	0	2	7	0	0	3
121275	0	0	0	1	0	0	2	0	0	0
105369753	0	0	0	0	0	0	0	0	0	0
341567	0	0	0	1	0	1	0	0	0	0
121274	125	318	130	256	581	322	356	425	319	447
121273	0	3	0	3	3	1	1	4	0	1
23519	0	0	0	0	0	0	0	0	0	0
341568	0	0	0	1	0	0	0	0	0	0
3906	0	0	0	0	0	0	0	0	0	0
54934	228	363	168	313	500	274	416	312	378	328
677815	0	4	0	1	0	1	3	2	0	3
100302221	0	5	0	1	0	0	1	2	0	3
677793	0	0	0	0	0	0	1	0	0	0
677794	1	2	0	1	0	0	4	1	0	0
904	150	346	186	316	386	291	478	387	263	343
255411	128	151	145	133	442	122	94	161	80	204
112	133	177	173	161	545	156	116	185	92	278
100616262	0	0	0	0	0	0	0	0	0	2
100506125	0	2	4	0	4	1	0	2	0	0
101927241	5	1	1	2	4	1	2	3	2	5
784	29	83	55	107	190	95	54	182	108	237
9416	784	900	721	1036	1296	919	1397	1140	1298	1060
105369755	1	7	2	2	2	4	8	4	3	5
27289	3	29	7	12	165	59	11	86	184	50
85478	6	34	16	19	53	11	34	27	11	13
51303	691	1621	299	515	1373	1288	1088	1627	1373	873
377	1685	1773	788	1275	2305	2741	2156	2837	3460	2673
7480	11	76	55	108	77	49	60	35	26	61
7471	5	8	0	18	33	6	5	7	10	20
105369757	3	1	0	2	6	1	1	1	2	7
105369756	0	0	0	0	0	0	0	0	0	0
23109	58	23	2	11	6	326	8	0	1	10
105369758	110	89	150	121	118	75	116	86	60	105
5571	478	626	265	616	943	608	740	850	1026	812
8085	532	450	623	669	664	599	796	718	402	755
121268	19	43	22	46	41	81	123	55	124	92
50846	2	9	0	9	21	20	20	40	22	27
105369759	0	0	0	0	0	0	0	1	1	1
55716	131	408	247	456	714	390	429	531	361	466
10376	22308	16786	10778	20486	12277	12239	22906	16068	19142	11254
105369760	0	2	3	5	3	1	4	1	4	3
7846	2497	3845	1005	2060	3779	3936	3791	6675	6889	5574
84790	4429	3747	2058	3954	3264	3274	5479	4446	6507	3157
101927267	82	39	26	78	51	16	43	12	12	8
5630	7	0	3	32	146	6	4	4	2	0
10024	674	457	805	755	146	145	925	117	87	46
338761	0	0	0	1	12	0	3	1	1	0
79962	0	4	3	2	30	8	3	20	14	23
65244	82	374	166	181	353	267	312	356	233	317
100335030	0	3	8	4	0	2	5	0	2	3
23416	60	64	56	77	109	34	92	71	73	49
105369761	0	0	0	6	3	0	2	1	0	0
10445	596	659	372	682	1076	588	846	751	975	650
84070	7	4	0	2	7	6	7	5	4	12
25766	66	168	73	142	387	188	172	265	187	313
91010	228	690	208	428	1609	885	905	1300	1330	1537
7009	5789	7295	3621	4889	7180	8791	7063	9343	11364	8336
57701	181	268	159	212	531	353	302	402	445	625
100286844	7	15	8	19	28	20	27	31	29	26
144233	35	76	33	56	93	58	87	84	93	99
23017	2	1	0	1	27	16	3	10	69	26
283332	0	0	0	0	0	0	0	0	0	0
101927292	0	0	0	0	0	0	5	0	0	0
105369763	6	0	5	12	2	4	7	3	0	0
359	0	0	0	0	0	0	0	0	0	0
101927318	0	2	0	0	0	1	0	1	2	0
362	1	0	0	1	7	4	0	1	4	1
105369764	0	0	1	0	2	5	0	2	4	2
363	1	2	1	2	17	2	2	1	2	2
102723963	1	1	0	2	4	0	4	1	0	5
29127	548	437	589	609	243	244	861	304	260	182
41	5	38	6	10	67	31	11	35	24	34
6602	440	606	304	577	766	573	594	704	742	684
2819	526	957	43	220	1957	41	21	22	11	6
84987	497	565	323	440	651	589	646	876	1540	568
91012	358	554	357	481	886	638	675	753	913	886
51474	181	787	153	421	1219	780	638	1222	789	1280
100302220	0	0	0	0	0	0	0	0	0	0
107984505	4	5	1	1	13	4	1	1	3	7
121006	0	0	0	0	1	0	0	0	0	0
113251	184	442	284	317	350	400	573	468	414	473
106633800	2	0	0	0	0	2	0	0	4	4
57609	140	256	123	175	313	324	290	363	247	337
466	91	148	106	156	228	194	206	197	154	155
283471	0	1	0	0	0	1	0	1	0	0
25840	1714	2840	982	1962	2258	1116	1157	1213	681	1147
613227	3	10	13	10	14	6	26	9	4	5
4891	377	841	491	775	675	684	1164	600	728	1123
25875	304	568	439	629	796	496	673	495	588	619
81566	66	231	125	178	440	302	258	424	348	447
7024	268	367	224	315	547	436	525	404	481	389
5463	72	239	99	228	684	130	130	173	149	295
9802	4147	3516	2410	3358	3552	4531	4238	5327	5697	4597
57228	56	155	20	172	312	133	97	221	140	181
102723983	3	20	4	13	44	9	8	14	4	24
51411	1767	961	1760	1689	899	1366	1865	1456	1089	1211
105369767	65	11	19	54	27	22	57	16	6	7
1990	1	7	0	3	0	11	0	6	3	10
11226	227	387	223	91	194	305	605	326	465	494
9498	6	51	15	20	35	46	22	30	39	79
107984508	0	3	4	3	1	1	1	0	2	0
105369768	0	0	0	0	0	0	1	0	0	0
6334	9	3	21	13	15	12	15	5	4	17
401720	6	25	9	13	27	11	10	27	15	35
105369971	0	1	1	0	4	0	0	0	1	2
341405	0	0	0	0	1	0	4	1	1	2
94	263	575	35	322	629	961	589	949	1219	1540
91	149	198	120	193	257	458	335	246	611	442
692159	4	13	2	5	18	15	8	37	24	25
160622	128	402	60	187	583	385	275	688	433	697
3164	294	527	83	74	2539	2893	400	4065	1714	1901
107984510	0	12	0	1	1	0	0	1	1	1
60673	292	435	214	326	573	435	467	860	729	551
113523638	5	2	0	1	0	0	1	0	0	0
26628	5	2	1	1	0	0	1	0	0	0
112268096	0	0	1	0	0	4	0	0	0	0
105369771	0	0	0	0	0	0	0	0	0	0
144501	1	0	0	0	0	2	2	0	4	3
283403	0	0	0	0	0	0	0	0	0	0
283404	0	0	0	0	0	0	0	0	0	0
3855	7	2	1	5	5	21	10	8	22	18
109729127	3	2	1	1	1	7	2	1	7	5
85349	0	0	0	0	0	0	1	0	0	0
3892	3	2	0	0	4	16	12	6	26	14
3887	0	2	3	1	1	5	5	8	13	7
3889	0	0	0	0	0	0	1	0	0	0
3891	0	7	0	2	3	1	0	4	0	0
3890	0	0	0	0	0	0	0	0	0	0
3888	0	0	0	0	0	0	0	1	0	0
9119	0	0	0	0	0	0	0	1	2	0
3854	0	0	0	0	0	0	0	0	0	0
