GeneID	GSM8428862	GSM8428863
105379435	0	0
100289279	90	69
105379437	1	2
100132948	65	58
107987001	66	60
105379807	10	7
102723678	1	1
105379438	2	1
107987007	32	28
107987010	0	1
101930026	8	8
107987008	0	0
105379439	0	1
105379263	1	2
102724238	67	60
387628	51	38
643648	2	2
103908604	14	23
103352539	261	268
100132249	150	121
442421	4	13
403323	55	47
728673	122	95
107987006	11	8
107987004	1	1
107987003	3	2
286297	3	3
105379814	0	0
375719	11	9
100996643	9	3
105379442	7	11
107987009	2	2
105379255	1	0
203274	131	111
100616194	48	32
642236	83	54
644316	0	1
110006327	19	19
728747	15	17
105379257	1	1
101929583	0	1
107987067	2	2
107987068	4	7
100132154	1	3
102724507	1	0
105379443	3	2
112268045	10	12
653427	3	2
105379444	10	13
107987069	0	1
105379445	0	0
105379446	0	0
105379447	0	0
105379251	11	11
220869	1874	1383
105379250	14	11
349334	0	1
101928381	11	13
107987071	6	1
101928195	1	1
441432	7	5
112267859	3	3
105379252	10	11
441425	34	26
642929	2	1
107987072	214	190
107987073	1	2
105379448	1	0
26149	390	353
728495	0	1
727830	2	2
105379450	0	0
643827	66	70
101927602	1	1
105379451	0	0
105379452	0	0
107987074	3	4
105379453	2	1
107987075	7	6
102723709	1	0
100131997	159	147
100133121	122	116
107987076	3	1
101928608	0	1
84210	51	53
445571	1090	760
286380	0	0
107987077	1	1
101929800	0	1
102723624	0	1
572558	0	0
5239	13	11
105376070	9	9
169693	0	0
105376072	0	2
101927015	0	1
105376071	0	0
8395	1	2
116224	1064	935
101927069	1	0
5568	0	0
2395	966	797
9414	6503	4488
100885775	1	1
9413	4	3
105376074	1	2
320	6	8
375743	4381	3508
105376076	4	1
494558	0	0
138255	0	1
256691	10373	10894
100507244	73	56
100507299	57	66
23137	4720	3806
687	808	794
101927086	19	18
105376079	0	1
80036	1	5
107984011	12	10
105376078	1	0
406987	1	0
107987078	0	2
107987079	0	0
23670	9652	7574
51104	977	875
138241	879	765
101927108	1	0
138240	0	0
9615	5	5
100507540	4	6
7763	7340	6591
105376080	2	1
117531	0	0
101927234	3	0
101927191	0	1
101927258	1	0
216	3	1
105376081	0	0
301	16128	14110
105376082	0	0
101927281	2	1
105376084	0	0
105376083	0	0
102723850	0	0
105376085	0	0
105376086	0	0
101927329	0	0
105376087	0	1
101927358	0	0
103752585	0	0
6096	1	3
105376088	0	1
140803	11	7
55071	661	588
101927380	81	51
138199	1267	988
54981	438	351
26578	1490	1226
105376090	4	6
107987080	0	0
105376091	0	0
5125	9	5
55312	3205	3071
653162	251	166
2650	626	468
105376093	0	1
105376095	5	6
158471	128	92
50652	3	1
442425	0	2
105376096	0	0
100286938	9	5
23230	2226	1998
9630	5	5
101927422	1	0
2776	3962	3508
107987081	20	27
107987031	0	0
84131	4061	3440
29968	18748	14750
107987083	1	3
105376097	2	3
101927450	0	0
102723932	3	0
7091	2226	2004
101927477	1	0
105376101	0	0
105376100	0	0
105376099	0	0
105376103	2	0
107987084	1	0
105376105	2	0
107987085	2	0
7088	2003	1557
105376106	69	45
101927502	3	1
105376108	1	2
347127	0	0
389761	0	0
389762	1	0
105376107	0	1
389763	1	1
112268046	0	0
107987086	0	0
107987087	0	0
105376110	0	1
158158	776	562
112268037	77	60
102723989	1	6
257019	8	5
414328	103	59
29979	11052	9391
105376114	86	66
80318	397	448
101927552	28	29
55582	304	265
105376335	9	6
84267	809	711
3190	35449	29368
407043	58	35
80010	2915	2379
101927575	2	1
64078	173	100
105376116	11	11
102724036	4	2
4915	150	78
105376118	0	0
107987088	1	0
105376119	0	0
105376121	0	1
101927603	4	5
23287	2195	1868
102724057	39	24
389765	232	207
60560	4015	2911
51280	7096	5427
101927623	0	1
389766	4	3
81689	1760	1480
79670	1287	1123
102724080	1	0
105376123	0	1
105376124	0	0
2619	10	18
100506834	0	4
440173	0	1
494127	0	0
401535	8	5
105376126	9	15
107987090	0	1
105376127	1	11
1612	3949	4446
100506897	1	4
1514	5384	4171
392360	0	0
112267903	3	1
1518	1	0
392364	0	0
107987091	12	9
497256	0	0
286234	1	2
441452	1	4
23552	320	257
105376131	0	2
102724156	3	1
645961	2	2
10927	6817	5794
105376134	40	34
158046	64	58
286238	0	1
105376135	0	0
100423015	0	1
286223	30	25
1903	407	409
53358	70	62
105376136	3	4
1164	1661	1524
100422936	6	5
79048	2735	2335
10507	1074	927
105376137	0	2
105376139	1	1
10912	0	4
100129066	0	0
102724237	0	0
105376140	0	0
107987032	0	0
101927823	0	0
101927847	0	0
286370	0	1
100422963	0	0
105376142	0	0
101927873	4	9
340515	0	0
54769	1	0
6850	30	11
105379829	0	0
105376143	0	3
100507103	6	12
105376144	1	2
100129316	3	1
100129347	1	0
549	1601	1295
4783	2111	1688
105376146	14	8
100500821	0	0
100500902	0	0
105376147	0	0
4920	164	159
101927935	3	6
105376148	1	0
107987094	2	0
10558	6232	5688
100128076	21	33
158314	0	2
112268047	41	40
138652	2	1
112268048	810	952
3376	24917	21159
100500918	2	0
100124534	2	0
55035	3914	3351
401541	1336	1194
4969	18	15
4958	1	3
54829	5	7
1842	52	34
100616351	0	0
64768	788	662
100128361	123	109
107987095	21	16
23299	4085	3281
101929748	1	2
138649	20	37
83744	414	335
642943	1	1
89846	9	6
101927954	3	2
203328	188	228
101927993	0	0
84270	567	542
4814	1467	1430
65268	137	90
445577	29	18
107987097	67	61
158293	3018	2510
23196	12081	9098
5253	1969	1472
100847045	1	1
107987098	16	12
100422927	0	0
101928014	0	0
56033	0	1
101928040	0	0
138639	1304	1134
107987099	2	3
406881	0	0
406888	1	0
158257	120	104
406886	25	22
169841	296	240
105376154	3	3
54754	3	3
100132077	2	2
84641	6684	5547
107987100	2	0
101928099	4	1
8789	2	1
2203	11	13
107987101	0	4
84909	891	723
100313780	0	0
101928119	31	25
102466518	0	0
407011	1	0
407019	2	1
100422842	1	1
407012	1	1
2176	759	624
107987102	39	37
105376155	2	3
105376156	180	142
5727	549	459
100507346	41	19
105376157	0	0
105376158	0	0
112268049	1	2
105376161	0	2
100128782	128	118
107987103	68	73
375748	1861	1818
100188953	1	0
105376159	2	4
158435	0	0
158434	0	0
112268039	0	0
107987033	1	0
3293	9	5
105376162	2	2
11046	1081	804
195828	4466	4349
22927	2789	2300
8555	1816	1540
105376163	1	2
195827	1340	1219
441455	1	0
22869	991	727
158431	475	441
100132781	4	2
441454	14	17
84278	810	751
441457	27	43
1515	2712	2213
340508	4	2
107987104	1	1
100507415	0	2
105376166	1	1
112268050	4	2
101926917	398	441
57653	167	122
100499484	88	52
100499483	146	111
100302223	0	0
286359	0	0
105376167	0	0
23424	1756	1433
7111	466	441
105376168	0	0
158427	1383	1042
4686	4444	3344
105376171	8	3
7507	2431	1860
101928337	16	17
2304	1167	1036
112268051	7	11
51531	1154	907
55363	1	0
10541	42609	19469
54187	4869	3552
9830	7464	5382
7464	556	597
55357	2478	2026
102465514	1	1
9568	47	65
203286	1007	854
79695	70	50
102724684	0	0
1306	33	30
7046	2974	2592
105376174	1	1
85365	2863	2172
10952	3700	3176
100996569	0	0
107987011	0	1
107987012	0	0
101928438	7	3
8013	39	37
441461	4	6
55014	1595	1284
23071	7153	6596
105376176	2	2
27130	868	685
54881	3003	2259
105376177	106	103
91283	3015	2618
100526694	1301	1174
8577	511	496
347273	190	204
105376179	0	0
105376180	0	0
105376181	0	0
54886	0	0
105376183	0	0
105376182	1	0
570	4	2
54534	1393	1206
7743	861	669
229	0	4
105376184	0	0
101928470	11	9
84302	298	247
56254	3978	2938
116443	25	22
5535	0	1
105376186	1	0
105376187	0	0
105376188	0	1
105376190	0	0
414319	0	0
1539	0	1
105376191	0	1
101928496	0	0
105376192	0	0
105376193	1	0
101928523	0	0
101928550	1	1
10592	6785	6360
105376194	0	0
105376195	1	0
138805	0	0
138804	1	0
138803	0	0
138802	0	0
138799	0	0
392376	0	0
286362	0	0
107987105	3	3
286365	1	0
25934	2018	1568
55335	153	146
19	1716	1287
105376196	27	12
107987106	1	5
105376197	0	0
112268038	1	2
23446	3437	3012
83856	520	492
26134	44	53
105376199	14	7
2218	1783	1488
6887	1	2
55151	2335	1738
107987107	13	10
107987108	2	0
107987109	1	0
105376201	2	2
102465995	0	0
100996590	0	0
105376204	37	24
58499	731	576
340512	2	1
107987110	4	2
112268052	180	97
5887	13076	10650
107987111	0	0
101928720	0	1
9314	538	471
112268053	0	1
105376206	0	1
105376205	1	0
105376207	0	1
105376208	0	4
105376209	0	4
105376211	0	0
107987112	1	0
105376214	20	9
105376213	1	1
105376212	1	1
10880	0	0
10881	0	0
8518	4011	3276
54942	1098	913
8727	14858	11827
105376216	7	21
23731	11840	10526
407036	2	0
23732	32	25
54566	593	512
107987113	45	45
5774	1016	908
100500898	0	0
445815	24113	16892
107987013	0	1
105376217	7	5
100189025	0	1
401546	3	4
7295	13759	10807
107987114	0	0
255220	0	1
79987	41	39
105376218	2	1
4593	42	29
107987115	9	4
1902	4360	3226
105376219	0	0
102465800	0	0
26248	0	0
23392	7592	5901
158399	859	912
22949	3690	3166
652972	0	0
107987116	6	3
552891	2329	1870
548645	1269	1021
2790	2280	1846
158401	11	13
7357	12557	10737
100616114	12	6
105376220	252	287
64420	973	848
9991	6211	5212
84263	3207	2500
100133204	320	234
158405	1466	1338
58493	2187	1660
107987117	0	0
401548	1316	1182
107987118	19	15
57864	7	4
112268054	1	1
169834	4	1
7539	196	166
100128385	4	1
286333	3	1
1318	367	317
23307	4085	3039
1317	2999	2327
107987119	3	4
246184	1236	962
9128	3688	2587
138065	3	3
114987	197	150
54836	9	6
81932	506	430
210	1487	1306
54107	5370	3921
257169	39	24
5998	1561	1172
105376222	43	44
105376223	34	26
114991	1553	1458
259	4	5
107987120	0	2
113220	368	389
105376225	1	1
85301	2344	1840
619556	0	0
105376224	48	46
5004	2	2
5005	1	2
80709	1340	976
25861	84	106
105376228	0	0
105376229	0	1
9550	6092	5574
203197	1564	1116
105376230	2	0
107987121	2	1
100505478	1	1
105376231	1	2
9966	7	10
944	0	1
3371	25033	13635
101928748	0	0
50514	1	1
105376233	7	13
105376232	0	0
105376235	28	26
101928775	0	0
105376234	0	1
58483	0	0
105376236	1	2
5069	79	59
105376241	1	1
493913	19	16
23245	349	330
100128505	4	3
107987014	2	3
107987015	0	1
105376240	1	4
22954	1464	1113
105376239	8	9
105376238	3	3
100124538	0	0
105376237	6	1
105376242	0	1
101928797	0	2
7099	396	364
105376244	3	0
105376243	0	0
105376246	0	0
105376247	0	0
105376248	0	0
105376249	0	0
102724929	0	1
111216287	2	0
107987035	0	0
101928849	1	2
1620	12	6
105376250	0	0
107987122	0	1
106146149	0	1
107987123	0	0
107987124	1	0
406939	0	0
105376253	30	35
55755	5825	4400
1955	1022	1011
26190	5263	4005
100288842	244	264
5711	3921	3016
253039	1380	1067
26147	2908	2314
7185	162	106
110599590	1	4
727	26	22
11064	868	771
51552	6673	5375
2934	2342	2132
57000	47	50
2040	2855	2727
102723324	3	2
2681	0	3
107987016	0	1
153090	1083	889
105376257	4	1
107987125	0	0
158135	66	62
100616312	0	1
4702	2667	2537
254956	1	1
26468	133	84
92400	3026	2559
92399	2790	2393
5742	1536	1279
26740	7	6
347168	0	0
26219	0	1
138883	1	1
138881	3	3
138882	0	0
347169	3	0
158131	0	1
26737	0	0
26735	0	0
254973	1	0
392390	0	0
392391	0	0
392392	0	0
5082	2653	2103
54542	5649	4469
692206	3	2
10773	1072	1007
57684	1001	817
23637	4729	3902
105379839	7	9
2844	9	6
55342	2691	2419
81571	84	90
693185	3	2
105376265	0	0
286204	63	71
57706	1507	1127
693186	0	0
102465688	0	0
105376266	60	37
105376267	0	1
100505588	1	0
9355	14	10
107987037	1	0
10783	4073	3298
613206	24	19
105376269	9	3
5695	5238	4236
100129034	5405	4342
105376270	1	1
347088	4	5
2516	1	0
2649	75	41
100379345	47	55
406954	2	0
406956	3	0
107987126	4	5
169611	642	610
401551	2558	2446
11224	37939	34752
81873	3384	2528
2800	1648	1236
286205	1047	952
5537	5351	4723
105376271	0	0
10244	1476	1130
3309	630072	402307
107987127	8	0
26130	4536	4070
101929014	2	0
112268055	144	171
79109	5707	4405
102723468	4	6
105376272	3	3
107987128	20	11
51145	2	6
5090	2266	2044
107984127	4	3
105376273	0	0
105376274	0	0
105376275	0	0
101929116	0	0
89853	321	265
641373	1	1
105376276	0	0
105376277	0	0
4010	4	2
107987129	2	0
23099	1368	1176
403341	692	583
9649	369	377
105376279	1	0
23452	370	348
105376278	17	23
84253	553	450
112268056	32	39
29988	503	452
7633	740	564
6136	88301	75203
26783	34	23
90678	944	816
64855	8235	5872
105376281	2	3
6812	2041	1642
100500872	106	89
138428	429	358
286207	251	153
158248	15	17
27433	531	576
10044	62	70
107987132	0	2
100616250	2	0
100422910	4	2
1025	2793	2299
2356	2195	1653
2022	2407	1901
102723566	297	255
105379841	1	2
203	3956	2813
100616429	2	1
30815	2287	1885
27090	987	709
138429	167	248
8818	1123	1052
399665	1264	931
203245	737	567
114789	1775	1388
100289019	42	48
80142	4097	2997
389791	21	14
3934	101	47
79095	528	466
25792	7495	5824
1759	745	731
406978	1	0
100422893	0	0
2801	6764	5013
375757	924	794
26995	3281	2571
105376286	393	289
51117	1275	1117
100189109	0	0
10999	1217	983
81605	1823	1469
407003	0	1
100616335	0	1
51148	2925	1838
4957	3243	2312
2733	4533	3571
101929270	13	18
6709	23257	16824
89891	2579	2245
105376287	22	24
6418	50056	33522
29941	2938	2332
84885	1217	1025
100506100	279	279
10444	1654	1464
54662	1520	1303
2021	673	590
51490	2701	1764
883	496	517
56262	3586	2754
101929291	186	110
254295	182	174
22845	1263	1022
23511	5259	3743
101929314	448	381
56904	2309	2115
84895	1052	789
57171	2175	1714
1384	2013	1641
5524	3954	3119
389792	123	144
105376289	3	2
105376290	0	0
101929331	0	0
107987133	0	0
414318	0	1
100506119	82	109
107987038	0	1
105376291	0	2
100506190	432	438
105376292	10	11
28989	3037	2406
375759	2	7
140459	2599	2062
51450	108	124
101929437	0	0
9536	155	160
27348	2612	2092
1861	3110	2610
51759	2236	1753
10868	965	717
102466750	0	0
23048	1776	1465
57720	5176	4307
401554	3	0
23413	2492	2003
113219459	0	0
256158	66	47
107987134	3	8
445	2395	2567
105376294	35	36
100272217	88	61
8939	7425	6110
102465515	29	24
59335	6	18
23404	5045	3782
25	3977	2783
347148	5	6
84929	103	83
105376297	2	3
10319	413	318
83543	4832	4931
8021	2817	1931
286336	25	18
84814	5	5
105376299	1	2
105376300	1	2
84726	5767	3634
26786	1	3
692093	36	23
107987135	1726	1489
10585	1926	1483
105376301	21	27
83549	2846	2487
642515	3	5
2889	3380	2781
9442	2181	1666
105376302	0	0
84628	12	4
23064	8140	6704
7270	1941	1703
389799	12	6
105376304	1	1
56751	1	0
64794	2117	1719
9329	4344	3408
158067	21	16
11092	163	168
7248	2527	2229
8328	0	0
100846992	0	0
106635683	2070	1413
105376306	21	17
9328	4711	3886
102465528	4	2
100996574	6	7
1056	122	145
1057	30	34
5900	1480	1271
26301	276	257
101928193	0	0
29989	0	0
28	4	4
6838	3899	2291
6837	3340	2445
6130	112836	90436
26820	22	21
26814	35	25
26815	282	225
26813	76	69
6834	687	658
6835	1553	1143
6836	15340	11435
169436	102	75
57109	3674	2753
11093	132	132
11094	259	208
11182	896	836
102723855	5	2
389827	0	2
9719	0	1
642968	0	2
1621	45	37
138948	99	144
1757	706	657
105376308	76	67
7410	3160	2504
266655	1226	1043
8019	2328	1892
100130548	6	5
11091	4509	3200
100151684	0	1
107987137	0	1
101928384	0	0
107987039	0	0
105376310	0	0
6256	1017	880
100616236	1	1
105376311	8	12
100506532	0	3
1289	2225	1537
414316	17	12
101448202	39	28
100616333	0	0
100500846	0	0
100616131	0	0
100500906	0	0
100616344	0	0
100616460	0	0
100616212	0	0
2220	2	1
2219	1	1
105376314	0	0
105376313	0	0
10439	0	4
102723948	0	3
401557	1	1
107987138	0	1
157927	0	0
100506599	101	79
9858	2110	1673
138162	171	169
51116	2171	1844
101928525	776	647
3933	0	2
29991	0	2
107987040	0	1
5047	13	22
100130954	1	0
105376316	0	0
102723971	0	0
360203	1	1
392399	0	2
105376317	0	1
105376318	0	0
402381	1	0
57582	4	2
107987139	0	2
107987140	0	1
157922	3096	2339
107987141	333	215
10422	2450	2012
138151	1129	896
105376322	31	28
105376323	23	23
90120	1215	888
8022	1	5
169714	4791	3399
101928722	6	3
399693	20	20
26102	23	12
26086	1824	1431
728489	717	435
64170	121	84
6621	915	597
10807	3040	2411
23203	4174	3304
56623	802	733
9919	5617	4120
158055	27	24
4851	1479	1070
100616242	1	0
100616301	1	1
101928483	22	17
401561	11	13
105376325	38	24
102724193	3	0
101928612	1	0
51162	845	881
406913	1	1
10555	1206	1197
138311	1424	1420
84973	3290	2844
677824	8	3
677804	27	19
414332	6	6
158062	4	4
100128593	12	14
102465431	0	1
138307	0	1
389812	4	9
107987143	1	1
85014	1609	1288
84960	126	116
100131193	131	105
55684	6587	4161
100422860	37	34
389813	24	21
29085	2194	2203
158056	189	163
8721	7634	6134
7186	2548	1755
105376326	9	13
100616480	0	0
54461	3245	2610
733	14	19
286256	42	26
101928638	0	0
5730	13	7
401562	2	7
286257	1000	949
9022	365	432
20	2269	1843
401563	4	2
2529	0	1
56654	674	549
954	16	22
105376327	1	0
89958	1142	896
91373	4419	3882
100289341	73	62
11253	3476	2476
101930307	164	99
29952	1127	1041
2902	25	32
105376328	0	0
389816	6	12
100500811	0	0
100505993	2	0
29882	1207	873
8636	1679	1176
286262	542	488
94107	1164	1086
27158	2105	1683
727800	150	144
375791	51	51
643596	4	6
142680	6	5
10383	29125	23436
401565	1573	1320
100129722	14	12
441476	9	7
25920	3236	2471
54863	1209	917
441478	259	258
54932	220	229
10811	78	110
377841	48	46
26012	4160	3265
102466223	4	5
375775	47	61
64975	1859	1588
92715	2305	1725
116225	2740	2534
92714	934	796
85026	786	633
79813	3770	2707
651337	13	12
693187	0	0
100133077	1	2
774	9	12
105376331	0	1
101928786	0	0
643224	8	5
101928932	0	1
107987145	0	0
100132403	38	30
112267861	5	2
105376333	11	10
105376332	1	1
105379525	1	0
102724727	3	2
107987370	0	0
107987372	0	2
102724813	3	3
102723376	0	0
347688	5	6
10771	2704	2420
107984190	144	108
107984191	3	5
22982	870	737
105376340	2	1
101930421	14	16
100847086	1	0
414235	6	5
23185	4696	3987
101927762	2	0
107984285	45	21
105376341	4	5
23560	8931	5985
91734	72	64
55853	550	461
3422	7506	7273
22884	553	441
105376344	0	1
399706	0	0
105	0	0
105376342	0	0
642394	0	0
105376345	0	0
105376346	0	0
282980	1	1
102465944	0	0
105376348	0	0
107984168	0	2
399708	0	0
105376349	0	0
105376351	0	1
107983989	0	0
105376350	0	0
105376352	5	3
101927824	69	58
5214	19659	12355
106633806	9	10
10531	2902	2153
100507034	497	397
105376354	5	4
105376353	1	3
107987146	0	0
105376356	0	0
105376360	0	2
105376358	3	0
105376357	1	0
101927880	101	113
107984192	9	11
107984193	0	0
105376361	7	5
105376363	5	1
1316	8203	6674
105376364	5	1
105376365	0	0
101927904	0	1
105376367	1	0
102464829	0	0
107984195	0	0
101927964	2	0
107984196	0	0
105376368	0	0
100652988	52	40
105376369	20	16
105376370	0	1
105376371	0	0
105376372	0	0
100507059	0	0
100216001	9	5
338588	1	1
105376373	11	15
105376375	1	2
107984197	2	1
105376374	10	2
83592	0	6
389932	0	1
1645	32	17
1646	50	19
101928051	3	0
107984198	0	1
8644	24	16
340811	0	0
1109	2	1
110806285	3	3
114131	1	0
79861	1	1
10276	3192	2681
51806	0	1
100132159	1	1
810	0	2
107984169	0	0
105376380	0	1
105376381	0	3
105376382	26	18
105376383	2	0
102723629	1	0
107984199	0	0
79754	290	286
54906	4267	3422
2665	7610	5782
100189342	0	0
54522	178	123
84893	2440	1866
105376384	334	316
3601	135	94
107984200	40	25
3559	3	1
107984201	0	1
84991	6301	4917
101928080	6	3
5209	3484	2486
100422989	0	1
100628560	0	1
399715	3	5
399716	1	2
5588	23	17
107984202	1	0
439949	132	86
101928150	0	1
108570035	19	6
100652997	2	2
100507127	45	29
107984203	0	0
105376387	13	12
105376386	0	1
57713	56	54
106635547	0	0
105376388	1	1
105376390	0	2
105376391	1	0
80760	3	4
3698	0	3
22944	946	883
509	4512	3856
105376392	945	847
83860	1439	1083
105376394	0	0
2625	215	167
399717	2	0
107984204	2	1
105376395	0	0
107984206	0	1
107984205	0	0
100507143	0	1
105376396	8	3
105376397	0	0
105376398	0	0
105376399	0	0
105376400	0	1
105755953	0	0
101928272	0	0
100507163	1	1
112268059	0	0
105376402	1	1
105376403	0	0
101928298	0	0
107984207	0	0
101928322	0	0
10659	252	157
207107	614	571
105376405	1	0
254312	0	0
439950	0	0
414196	0	1
105376409	0	0
9712	781	554
105376411	43	28
105376410	3	0
107984208	8	6
105376413	0	1
105376412	0	1
79746	1	1
105379850	0	0
105376415	0	0
254427	1106	918
219731	133	99
26019	2249	1962
105376416	0	0
55526	2987	2539
55176	1317	1138
100616488	1	0
11164	3691	3391
8872	3448	2851
57118	131	123
107984209	1	1
100616151	0	0
100616320	0	0
100313841	0	0
83643	57	45
105376418	4	4
10133	7555	5937
55388	2752	2205
221044	0	1
5264	764	763
22929	3235	2520
105376419	1	0
105376420	0	0
222389	563	428
105376421	1	2
105376422	0	1
8559	1115	978
55691	1266	960
105376426	9	9
105376425	0	0
101928453	8	11
100422843	0	0
100302116	0	0
83641	2454	1921
105376429	0	0
105376428	1	1
441549	78	66
51182	2441	2124
79723	1000	905
64421	1554	1304
644890	6	6
108949267	39	30
105376432	8	7
55301	66	109
414149	506	540
221060	17	14
10557	705	621
105376431	14	22
9397	2728	2418
107984210	134	122
100192204	3	3
105376434	5	1
107984211	11	12
221061	1491	988
105376433	2	0
8516	1	5
80013	1420	1215
102724039	0	0
9317	334	297
389941	1	5
101928701	1	1
6251	5595	4650
105376435	0	0
8029	15	18
1787	398	308
100507347	9808	7049
7431	90724	70285
338596	25	27
100128098	1	0
105376436	8	8
105376437	0	0
9200	963	942
102723166	77	81
8027	2067	1830
653567	10	7
107984212	0	0
4360	4	3
574445	0	0
221074	2	0
100129213	0	0
783	83	71
107984213	0	0
221078	325	323
221079	2281	1743
105376440	0	0
107984180	0	0
340895	2	2
105376441	1	0
102724082	0	0
101928834	1	0
84898	7	5
100616383	0	0
105376442	0	2
10529	6	9
102725112	0	0
100128511	0	1
105376444	10	9
105376445	1	3
399726	69	72
100302129	0	0
387640	10	7
8028	1642	1383
107984214	4	1
64215	2060	1837
340900	1	2
100189083	0	0
105376447	2	7
100130992	7	13
100532731	1137	1047
23412	388	362
648	857	780
9576	0	3
105376448	0	2
100499489	54	42
105376449	0	0
105376450	0	0
5305	1601	1350
105376451	0	0
219681	0	2
107984215	0	1
22921	116	111
256297	0	0
256815	2	2
105376453	1	0
220213	204	221
105376454	0	2
56243	446	384
693188	0	0
105376455	2	0
57584	2403	2023
105376456	0	0
56952	983	1102
79896	150	105
219670	11	6
101929025	0	1
100128811	0	1
57512	6	7
101929052	1	2
105376460	0	0
101929073	0	0
53904	1	2
2572	0	1
107984176	0	0
54518	1989	1476
101929117	0	0
645528	0	0
102724202	0	0
105376461	1	1
731789	0	0
105376462	0	0
23590	646	535
10006	2111	1781
387644	6	7
22852	1240	1405
10730	8152	6071
84930	5566	5216
91452	2158	1754
387646	2	2
101060171	4	2
102724245	0	0
101929180	0	0
374308	0	0
22931	3805	3066
105376463	8	6
283078	101	83
101929202	0	0
55130	278	252
112268060	7	3
143098	402	391
106635548	0	0
102465880	0	0
105376466	0	0
105376467	0	0
105376468	0	0
107984216	0	0
220906	2398	1831
51322	7014	6214
25805	142	135
105376470	0	0
107984170	0	0
101929218	0	0
100507605	1	2
283080	6	4
107984174	0	0
107984171	0	0
105376471	0	0
105376472	0	0
84569	0	2
107984217	0	1
105376473	0	0
105376474	0	0
102724316	951	753
6840	2045	1481
693189	0	0
100126327	2	1
105376475	1	0
105376476	0	1
102724333	0	0
107984172	0	0
107984173	0	1
107984218	0	1
57608	297	226
101929256	3	3
105376477	0	1
101929279	1	0
55149	1025	902
729668	0	0
102466227	0	0
1326	318	302
105376478	0	0
105376479	0	1
119180	0	0
645954	1	0
105376480	0	0
220929	274	260
105376481	1	1
105376482	0	1
105376483	23	19
101929352	1	0
220930	138	112
6935	345	300
100505502	2	1
105376484	1	1
101929951	0	0
94134	2330	2194
107984219	626	535
105376485	6	3
3799	13301	11125
80314	724	614
102031319	2	2
101929431	1	0
79741	208	176
105376486	146	130
3688	77867	56573
106633814	3201	2512
101929475	269	225
101929447	0	0
8829	2748	1894
105376489	0	0
105376490	0	0
100505583	0	0
56288	3555	2957
100505601	1	3
105376491	1	0
8453	2561	2289
100500890	0	1
1390	265	247
105376493	1	1
219771	2131	1896
107984220	17	23
107984221	1	1
219770	2	0
8325	18	5
100616500	0	1
105376494	0	0
107984188	0	0
102578074	0	0
105376495	0	1
107984222	0	0
105376496	0	0
91074	2	6
101929498	0	1
101929520	0	0
107984175	0	0
107984223	0	0
105376497	0	0
100288485	0	1
102724533	0	0
105376498	0	0
57209	2109	1895
100419868	1	2
107984224	14	12
219749	519	392
105376499	0	1
7581	3123	2972
7587	2852	2386
105376500	0	1
100129055	0	1
158160	777	698
285961	19	9
101929540	132	88
399744	279	292
107984177	0	0
399746	0	0
105378267	0	1
101929373	0	0
441666	357	314
414194	30	31
84856	258	212
100129482	1441	1311
7582	2434	2405
105378268	25	24
101929397	0	2
107984178	0	0
283028	1	3
105378269	0	0
9790	7051	4992
101929445	2	0
104266963	0	0
100847014	0	0
5979	125	81
55454	3624	3005
221002	5	10
107984225	0	0
105378271	0	0
105378270	0	1
107984226	0	0
53828	0	0
3185	17902	14997
109616985	0	0
642819	112	86
105379857	7	8
8187	579	420
220992	365	330
414201	0	2
7580	673	567
414197	76	71
414208	182	121
105378274	1	4
102724264	0	0
105378275	0	0
10151	15	17
107984189	1	0
414260	0	1
100506835	1	1
105378277	0	0
283033	2	1
6387	2	5
100130539	0	2
107984179	1	2
220980	0	0
643236	1	3
83937	596	575
105378281	33	27
11067	404	309
220979	731	669
7570	2839	2382
100133308	0	1
338579	0	0
100422988	0	0
105378283	1	0
79290	0	0
240	17	15
102724323	2	1
220972	1321	1192
105378286	34	24
93550	401	343
653234	52	49
253725	8916	7038
643479	0	0
119016	407	328
114004351	503	402
728407	151	88
100287932	5087	4174
109616974	1	1
8031	14948	12503
105378287	1	2
4477	2	1
653268	180	165
100996567	1	1
105378577	8	11
195977	1	3
107984026	360	311
100132929	1	1
728113	623	606
643650	39	38
728643	33	37
107987152	42	40
5540	10	13
9721	21	22
83849	130	162
101927699	51	57
105378289	6	7
414241	108	81
102724350	12	9
101927584	0	0
102724643	2	2
414212	14	15
399761	327	238
728798	3	5
26095	1	2
105378291	0	1
101929216	2	1
2662	0	1
2658	0	2
5949	8	11
118738	386	292
107001062	24	53
105378292	2	4
653145	684	677
100133093	2	1
113939912	345	285
642517	248	223
107987147	188	167
642826	193	122
1517	0	0
112267862	0	2
439965	1273	1172
102724603	16	11
102724593	10	18
102724488	290	273
100996758	9	15
644054	3	3
414224	99	92
143162	59	60
5599	2433	2001
58504	298	270
100689073	0	1
57705	5	14
105378299	0	1
474354	1	2
105378298	1	0
100422895	0	0
196740	2	1
100506733	1	1
170370	0	1
170371	3	3
100506769	0	0
118461	1	3
644168	32	22
2074	2047	1484
267004	498	366
1103	3	4
6572	70	65
282966	1	2
55753	718	634
8505	2527	2167
100652748	614	432
113218477	722	584
109617009	0	0
414189	481	423
100421577	30	11
387680	9348	7337
56624	155	118
259230	897	890
104355295	28	19
105378302	1	0
653308	535	386
29974	1	2
5592	26	23
102724719	1	2
693190	0	0
